variant_key,file,total_points,-15C,-7C,+2C,+7C,+12C,TOL
Groupe_Atlantic_PACIFIC_H-TECH_60_TRI___Taille_12_Outdoor_Air_Water_181::PACIFIC H-TECH 60 + TRI – Taille 12,Groupe_Atlantic_PACIFIC_H-TECH_60_TRI___Taille_12_Outdoor_Air_Water_181.json,10,0,2,2,2,2,2
Groupe_Atlantic_PACIFIC_H-TECH_60_TRI___Taille_12_Outdoor_Air_Water_181::PACIFIC H-TECH 60 TRI – Taille 12,Groupe_Atlantic_PACIFIC_H-TECH_60_TRI___Taille_12_Outdoor_Air_Water_181.json,10,0,2,2,2,2,2
Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_11_Outdoor_Air_Water_182::PACIFIC H-TECH 60 + Tri Taille 11,Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_11_Outdoor_Air_Water_182.json,10,0,2,2,2,2,2
Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_11_Outdoor_Air_Water_182::PACIFIC H-TECH 60 Tri Taille 11,Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_11_Outdoor_Air_Water_182.json,10,0,2,2,2,2,2
Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_16_Outdoor_Air_Water_183::PACIFIC H-TECH 60 + Tri Taille 16,Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_16_Outdoor_Air_Water_183.json,10,0,2,2,2,2,2
Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_16_Outdoor_Air_Water_183::PACIFIC H-TECH 60 tri Taille 16,Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_16_Outdoor_Air_Water_183.json,10,0,2,2,2,2,2
Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_17_Outdoor_Air_Water_184::PACIFIC H-TECH 60 + Tri Taille 17,Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_17_Outdoor_Air_Water_184.json,10,0,2,2,2,2,2
Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_17_Outdoor_Air_Water_184::PACIFIC H-TECH 60 Tri Taille 17,Groupe_Atlantic_PACIFIC_H-TECH_60_Tri_Taille_17_Outdoor_Air_Water_184.json,10,0,2,2,2,2,2
Groupe_Atlantic_SYNEA_DUO_10_Outdoor_Air_Water_185::SYNEA DUO 10,Groupe_Atlantic_SYNEA_DUO_10_Outdoor_Air_Water_185.json,10,0,2,2,2,2,2
Groupe_Atlantic_SYNEA_DUO_3_Outdoor_Air_Water_186::SYNEA DUO 3,Groupe_Atlantic_SYNEA_DUO_3_Outdoor_Air_Water_186.json,10,0,2,2,2,2,2
Groupe_Atlantic_SYNEA_DUO_4_Outdoor_Air_Water_187::SYNEA DUO 4,Groupe_Atlantic_SYNEA_DUO_4_Outdoor_Air_Water_187.json,10,0,2,2,2,2,2
Groupe_Atlantic_SYNEA_DUO_6_Outdoor_Air_Water_188::SYNEA DUO 6,Groupe_Atlantic_SYNEA_DUO_6_Outdoor_Air_Water_188.json,10,0,2,2,2,2,2
Groupe_Atlantic_SYNEA_DUO_8_Outdoor_Air_Water_189::SYNEA DUO 8,Groupe_Atlantic_SYNEA_DUO_8_Outdoor_Air_Water_189.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCC06X_Outdoor_Air_Water_190::THERCON THERMA TCC06X,Groupe_Atlantic_THERCON_THERMA_TCC06X_Outdoor_Air_Water_190.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCC06X_Outdoor_Air_Water_190::THERCON THERMA TCD06X,Groupe_Atlantic_THERCON_THERMA_TCC06X_Outdoor_Air_Water_190.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCC08X_Outdoor_Air_Water_191::THERCON THERMA TCC08X,Groupe_Atlantic_THERCON_THERMA_TCC08X_Outdoor_Air_Water_191.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCC08X_Outdoor_Air_Water_191::THERCON THERMA TCD08X,Groupe_Atlantic_THERCON_THERMA_TCC08X_Outdoor_Air_Water_191.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCC11X_Outdoor_Air_Water_192::THERCON THERMA TCC11X,Groupe_Atlantic_THERCON_THERMA_TCC11X_Outdoor_Air_Water_192.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCC11X_Outdoor_Air_Water_192::THERCON THERMA TCD11X,Groupe_Atlantic_THERCON_THERMA_TCC11X_Outdoor_Air_Water_192.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCD03X_Outdoor_Air_Water_193::THERCON THERMA TCD03X,Groupe_Atlantic_THERCON_THERMA_TCD03X_Outdoor_Air_Water_193.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCD05X_Outdoor_Air_Water_194::THERCON THERMA TCD05X,Groupe_Atlantic_THERCON_THERMA_TCD05X_Outdoor_Air_Water_194.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCDM03X_Outdoor_Air_Water_195::THERCON THERMA TCDM03X,Groupe_Atlantic_THERCON_THERMA_TCDM03X_Outdoor_Air_Water_195.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCDM05X_Outdoor_Air_Water_196::THERCON THERMA TCDM05X,Groupe_Atlantic_THERCON_THERMA_TCDM05X_Outdoor_Air_Water_196.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCDM06X_Outdoor_Air_Water_197::THERCON THERMA TCDM06X,Groupe_Atlantic_THERCON_THERMA_TCDM06X_Outdoor_Air_Water_197.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCDXL05X_Outdoor_Air_Water_198::THERCON THERMA TCDXL05X,Groupe_Atlantic_THERCON_THERMA_TCDXL05X_Outdoor_Air_Water_198.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCDXL06X_Outdoor_Air_Water_199::THERCON THERMA TCDXL06X,Groupe_Atlantic_THERCON_THERMA_TCDXL06X_Outdoor_Air_Water_199.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCDXL08X_Outdoor_Air_Water_200::THERCON THERMA TCDXL08X,Groupe_Atlantic_THERCON_THERMA_TCDXL08X_Outdoor_Air_Water_200.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TCDXL11X_Outdoor_Air_Water_201::THERCON THERMA TCDXL11X,Groupe_Atlantic_THERCON_THERMA_TCDXL11X_Outdoor_Air_Water_201.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TSC12HX_TOC12RIHX_Outdoor_Air_Water_202::TERCON THERMA TSC12HX/TOC12RIHX,Groupe_Atlantic_THERCON_THERMA_TSC12HX_TOC12RIHX_Outdoor_Air_Water_202.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TSC14HX_TOC14RIHXF_Outdoor_Air_Water_204::THERCON THERMA TSC14HX/TOC14RIHXF,Groupe_Atlantic_THERCON_THERMA_TSC14HX_TOC14RIHXF_Outdoor_Air_Water_204.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TSC14HX_TOC14RIHX_Outdoor_Air_Water_203::THERCON THERMA TSC14HX/TOC14RIHX,Groupe_Atlantic_THERCON_THERMA_TSC14HX_TOC14RIHX_Outdoor_Air_Water_203.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TSDXL12HX_TOC12RIHX_Outdoor_Air_Water_205::THERCON THERMA TSDXL12HX/TOC12RIHX,Groupe_Atlantic_THERCON_THERMA_TSDXL12HX_TOC12RIHX_Outdoor_Air_Water_205.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TSDXL14HX_TOC14RIHXF_Outdoor_Air_Water_207::THERCON THERMA TSDXL14HX/TOC14RIHXF,Groupe_Atlantic_THERCON_THERMA_TSDXL14HX_TOC14RIHXF_Outdoor_Air_Water_207.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERCON_THERMA_TSDXL14HX_TOC14RIHX_Outdoor_Air_Water_206::THERCON THERMA TSDXL14HX/TOC14RIHX,Groupe_Atlantic_THERCON_THERMA_TSDXL14HX_TOC14RIHX_Outdoor_Air_Water_206.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_11_2024_Outdoor_Air_Water_215::THERMOR AEROLIA 11 2024,Groupe_Atlantic_THERMOR_AEROLIA_11_2024_Outdoor_Air_Water_215.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_11_2024_Outdoor_Air_Water_215::THERMOR AEROLIA DUO 11 2024,Groupe_Atlantic_THERMOR_AEROLIA_11_2024_Outdoor_Air_Water_215.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_14_2024_Outdoor_Air_Water_216::THERMOR AEROLIA 14 2024,Groupe_Atlantic_THERMOR_AEROLIA_14_2024_Outdoor_Air_Water_216.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_14_2024_Outdoor_Air_Water_216::THERMOR AEROLIA DUO 14 2024,Groupe_Atlantic_THERMOR_AEROLIA_14_2024_Outdoor_Air_Water_216.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_10_Outdoor_Air_Water_218::THERMOR AEROLIA 2 10,Groupe_Atlantic_THERMOR_AEROLIA_2_10_Outdoor_Air_Water_218.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_10_Outdoor_Air_Water_218::THERMOR AEROLIA 2 DUO 10,Groupe_Atlantic_THERMOR_AEROLIA_2_10_Outdoor_Air_Water_218.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_12_Outdoor_Air_Water_219::THERMOR AEROLIA 2 12,Groupe_Atlantic_THERMOR_AEROLIA_2_12_Outdoor_Air_Water_219.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_12_Outdoor_Air_Water_219::THERMOR AEROLIA 2 DUO 12,Groupe_Atlantic_THERMOR_AEROLIA_2_12_Outdoor_Air_Water_219.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_12_TRI_Outdoor_Air_Water_220::THERMOR AEROLIA 2 12 TRI,Groupe_Atlantic_THERMOR_AEROLIA_2_12_TRI_Outdoor_Air_Water_220.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_12_TRI_Outdoor_Air_Water_220::THERMOR AEROLIA 2 DUO 12 TRI,Groupe_Atlantic_THERMOR_AEROLIA_2_12_TRI_Outdoor_Air_Water_220.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_14_Outdoor_Air_Water_221::THERMOR AEROLIA 2 14,Groupe_Atlantic_THERMOR_AEROLIA_2_14_Outdoor_Air_Water_221.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_14_Outdoor_Air_Water_221::THERMOR AEROLIA 2 DUO 14,Groupe_Atlantic_THERMOR_AEROLIA_2_14_Outdoor_Air_Water_221.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_14_TRI_Outdoor_Air_Water_222::THERMOR AEROLIA 2 14 TRI,Groupe_Atlantic_THERMOR_AEROLIA_2_14_TRI_Outdoor_Air_Water_222.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_14_TRI_Outdoor_Air_Water_222::THERMOR AEROLIA 2 DUO 14 TRI,Groupe_Atlantic_THERMOR_AEROLIA_2_14_TRI_Outdoor_Air_Water_222.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_5_Outdoor_Air_Water_223::THERMOR AEROLIA 2 5,Groupe_Atlantic_THERMOR_AEROLIA_2_5_Outdoor_Air_Water_223.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_5_Outdoor_Air_Water_223::THERMOR AEROLIA 2 DUO 5,Groupe_Atlantic_THERMOR_AEROLIA_2_5_Outdoor_Air_Water_223.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_6_Outdoor_Air_Water_224::THERMOR AEROLIA 2 6,Groupe_Atlantic_THERMOR_AEROLIA_2_6_Outdoor_Air_Water_224.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_6_Outdoor_Air_Water_224::THERMOR AEROLIA 2 DUO 6,Groupe_Atlantic_THERMOR_AEROLIA_2_6_Outdoor_Air_Water_224.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_8_Outdoor_Air_Water_225::THERMOR AEROLIA 2 8,Groupe_Atlantic_THERMOR_AEROLIA_2_8_Outdoor_Air_Water_225.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_8_Outdoor_Air_Water_225::THERMOR AEROLIA 2 DUO 8,Groupe_Atlantic_THERMOR_AEROLIA_2_8_Outdoor_Air_Water_225.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_9_Outdoor_Air_Water_226::THERMOR AEROLIA 2 9,Groupe_Atlantic_THERMOR_AEROLIA_2_9_Outdoor_Air_Water_226.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_2_9_Outdoor_Air_Water_226::THERMOR AEROLIA 2 DUO 9,Groupe_Atlantic_THERMOR_AEROLIA_2_9_Outdoor_Air_Water_226.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_COMPACT_DUO_10_Outdoor_Air_Water_228::THERMOR AEROLIA COMPACT DUO 10,Groupe_Atlantic_THERMOR_AEROLIA_COMPACT_DUO_10_Outdoor_Air_Water_228.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_COMPACT_DUO_8_Outdoor_Air_Water_232::THERMOR AEROLIA COMPACT DUO 8,Groupe_Atlantic_THERMOR_AEROLIA_COMPACT_DUO_8_Outdoor_Air_Water_232.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_TRI_11_2024_Outdoor_Air_Water_233::THERMOR AEROLIA DUO TRI 11 2024,Groupe_Atlantic_THERMOR_AEROLIA_TRI_11_2024_Outdoor_Air_Water_233.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_TRI_11_2024_Outdoor_Air_Water_233::THERMOR AEROLIA TRI 11 2024,Groupe_Atlantic_THERMOR_AEROLIA_TRI_11_2024_Outdoor_Air_Water_233.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_TRI_14_2024_Outdoor_Air_Water_234::THERMOR AEROLIA DUO TRI 14 2024,Groupe_Atlantic_THERMOR_AEROLIA_TRI_14_2024_Outdoor_Air_Water_234.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_TRI_14_2024_Outdoor_Air_Water_234::THERMOR AEROLIA TRI 14 2024,Groupe_Atlantic_THERMOR_AEROLIA_TRI_14_2024_Outdoor_Air_Water_234.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_TRI_16_2024_Outdoor_Air_Water_235::THERMOR AEROLIA DUO TRI 16 2024,Groupe_Atlantic_THERMOR_AEROLIA_TRI_16_2024_Outdoor_Air_Water_235.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AEROLIA_TRI_16_2024_Outdoor_Air_Water_235::THERMOR AEROLIA TRI 16 2024,Groupe_Atlantic_THERMOR_AEROLIA_TRI_16_2024_Outdoor_Air_Water_235.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__11_2024_Outdoor_Air_Water_237::THERMOR ALFEA EXCELLIA A.I. 11 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__11_2024_Outdoor_Air_Water_237.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__11_2024_Outdoor_Air_Water_237::THERMOR ALFEA EXCELLIA DUO A.I. 11 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__11_2024_Outdoor_Air_Water_237.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__14_2024_Outdoor_Air_Water_238::THERMOR ALFEA EXCELLIA A.I. 14 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__14_2024_Outdoor_Air_Water_238.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__14_2024_Outdoor_Air_Water_238::THERMOR ALFEA EXCELLIA DUO A.I. 14 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__14_2024_Outdoor_Air_Water_238.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_11_2024_Outdoor_Air_Water_239::THERMOR ALFEA EXCELLIA A.I. TRI 11 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_11_2024_Outdoor_Air_Water_239.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_11_2024_Outdoor_Air_Water_239::THERMOR ALFEA EXCELLIA DUO A.I. TRI 11 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_11_2024_Outdoor_Air_Water_239.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_14_2024_Outdoor_Air_Water_240::THERMOR ALFEA EXCELLIA A.I. TRI 14 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_14_2024_Outdoor_Air_Water_240.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_14_2024_Outdoor_Air_Water_240::THERMOR ALFEA EXCELLIA DUO A.I. TRI 14 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_14_2024_Outdoor_Air_Water_240.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_16_2024_Outdoor_Air_Water_241::THERMOR ALFEA EXCELLIA A.I. TRI 16 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_16_2024_Outdoor_Air_Water_241.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_16_2024_Outdoor_Air_Water_241::THERMOR ALFEA EXCELLIA DUO A.I. TRI 16 2024,Groupe_Atlantic_THERMOR_ALFEA_EXCELLIA_A_I__TRI_16_2024_Outdoor_Air_Water_241.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_A_I_162024_Outdoor_Air_Water_242::THERMOR ALFEA EXTENSA A.I 16 2024,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_A_I_162024_Outdoor_Air_Water_242.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_A_I__13_2024_Outdoor_Air_Water_244::THERMOR ALFEA EXTENSA AI 13 2024,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_A_I__13_2024_Outdoor_Air_Water_244.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_10_Outdoor_Air_Water_249::THERMOR ALFEA EXTENSA S 10,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_10_Outdoor_Air_Water_249.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_10_Outdoor_Air_Water_249::THERMOR ALFEA EXTENSA S DUO 10,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_10_Outdoor_Air_Water_249.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_5_Outdoor_Air_Water_250::THERMOR ALFEA EXTENSA S 5,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_5_Outdoor_Air_Water_250.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_5_Outdoor_Air_Water_250::THERMOR ALFEA EXTENSA S DUO 5,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_5_Outdoor_Air_Water_250.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_6_Outdoor_Air_Water_251::THERMOR ALFEA EXTENSA S 6,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_6_Outdoor_Air_Water_251.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_6_Outdoor_Air_Water_251::THERMOR ALFEA EXTENSA S DUO 6,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_6_Outdoor_Air_Water_251.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_8_Outdoor_Air_Water_252::THERMOR ALFEA EXTENSA S 8,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_8_Outdoor_Air_Water_252.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_8_Outdoor_Air_Water_252::THERMOR ALFEA EXTENSA S DUO 8,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_8_Outdoor_Air_Water_252.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_Duo_3_Outdoor_Air_Water_253::THERMOR ALFEA EXTENSA S DUO 3,Groupe_Atlantic_THERMOR_ALFEA_EXTENSA_S_Duo_3_Outdoor_Air_Water_253.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AUREA_11_Outdoor_Air_Water_254::THERMOR AUREA 11,Groupe_Atlantic_THERMOR_AUREA_11_Outdoor_Air_Water_254.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AUREA_11_Outdoor_Air_Water_254::THERMOR AUREA DUO 11,Groupe_Atlantic_THERMOR_AUREA_11_Outdoor_Air_Water_254.json,10,0,2,2,2,2,2
Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255::THERMOR AUREA 2 DUO 12,Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255::THERMOR AUREA 2 DUO 12 TRI,Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255::THERMOR AUREA 2 M12,Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255::THERMOR AUREA 2 M12 TRI,Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255::THERMOR AUREA COMPACT 2 - 12 TRI,Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255::THERMOR AUREA COMPACT 2 -12,Groupe_Atlantic_THERMOR_AUREA_2_size_12_R290_Outdoor_Air_Water_255.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256::THERMOR AUREA 2 DUO 3,Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256::THERMOR AUREA 2 DUO 4,Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256::THERMOR AUREA 2 M3,Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256::THERMOR AUREA 2 M4,Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256::THERMOR AUREA COMPACT 2 - 3,Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256::THERMOR AUREA COMPACT 2 - 4,Groupe_Atlantic_THERMOR_AUREA_2_size_3_and_4__R290__Outdoor_Air_Water_256.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA 2 DUO 5,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA 2 DUO 7,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA 2 DUO 7 TRI,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA 2 M5,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA 2 M7,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA 2 M7 TRI,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA COMPACT 2 - 5,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257::THERMOR AUREA COMPACT 2 - 7,Groupe_Atlantic_THERMOR_AUREA_2_size_5_and_7_R290_Outdoor_Air_Water_257.json,18,0,2,4,4,4,4
